" ",球队,时间,果,场,比赛,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1527,密尔沃基雄鹿,2018-03-04,胜,主," 76人110-118雄鹿",49.5%,47,95,43.5%,10,23,63.6%,14,22,38,16,22,27,15,4,13,24,118
1528,密尔沃基雄鹿,2018-03-05,负,客,步行者92-89雄鹿,44.7%,34,76,30.4%,7,23,87.5%,14,16,39,8,31,15,8,7,16,16,89
1529,密尔沃基雄鹿,2018-03-07,负,主,火箭110-99雄鹿,45.8%,38,83,32.1%,9,28,73.7%,14,19,38,6,32,21,9,3,13,22,99
1530,密尔沃基雄鹿,2018-03-09,胜,主,尼克斯112-120雄鹿,56.2%,41,73,44.4%,8,18,76.9%,30,39,42,6,36,29,8,6,14,16,120
1531,密尔沃基雄鹿,2018-03-12,胜,客,灰熊103-121雄鹿,58.0%,47,81,48.0%,12,25,68.2%,15,22,47,11,36,33,6,5,18,22,121
1532,密尔沃基雄鹿,2018-03-14,负,客,魔术126-117雄鹿,50.0%,49,98,41.7%,10,24,75.0%,9,12,37,9,28,28,12,5,11,20,117
1533,密尔沃基雄鹿,2018-03-17,胜,主,老鹰117-122雄鹿,47.7%,41,86,44.0%,11,25,90.6%,29,32,44,9,35,31,12,8,12,24,122
1534,密尔沃基雄鹿,2018-03-19,负,客,骑士124-117雄鹿,51.1%,45,88,25.8%,8,31,95.0%,19,20,32,8,24,26,11,7,15,23,117
1535,密尔沃基雄鹿,2018-03-21,负,主,快船127-120雄鹿,54.9%,50,91,30.8%,8,26,70.6%,12,17,33,8,25,33,10,5,14,20,120
1536,密尔沃基雄鹿,2018-03-23,胜,客,公牛105-118雄鹿,49.4%,43,87,50.0%,15,30,89.5%,17,19,36,7,29,27,8,7,5,20,118
1537,密尔沃基雄鹿,2018-03-25,胜,主,马刺103-106雄鹿,48.8%,42,86,33.3%,9,27,72.2%,13,18,37,9,28,27,6,6,10,18,106
1538,密尔沃基雄鹿,2018-03-27,负,客,快船105-98雄鹿,45.8%,38,83,26.1%,6,23,69.6%,16,23,44,8,36,24,12,11,16,14,98
1539,密尔沃基雄鹿,2018-03-29,胜,客,勇士107-116雄鹿,55.2%,48,87,55.0%,11,20,90.0%,9,10,36,7,29,30,16,3,15,17,116
1540,密尔沃基雄鹿,2018-03-30,胜,客,湖人122-124雄鹿,47.9%,45,94,37.9%,11,29,82.1%,23,28,39,8,31,24,14,6,12,25,124
1541,密尔沃基雄鹿,2018-04-01,负,客,掘金128-125雄鹿,45.0%,45,100,36.4%,12,33,85.2%,23,27,45,11,34,27,9,3,9,37,125
1542,密尔沃基雄鹿,2018-04-03,胜,主,凯尔特102-106雄鹿,54.4%,43,79,25.0%,5,20,71.4%,15,21,41,9,32,27,6,5,15,23,106
1543,密尔沃基雄鹿,2018-04-05,负,主,篮网119-111雄鹿,44.1%,41,93,25.0%,5,20,80.0%,24,30,41,12,29,21,12,2,8,19,111
1544,密尔沃基雄鹿,2018-04-07,胜,客,尼克斯102-115雄鹿,48.4%,45,93,40.0%,10,25,88.2%,15,17,48,12,36,30,6,9,10,13,115
1545,密尔沃基雄鹿,2018-04-09,胜,主,魔术86-102雄鹿,42.9%,39,91,34.6%,9,26,83.3%,15,18,56,12,44,26,13,2,16,18,102
1546,密尔沃基雄鹿,2018-04-11,负,客," 76人130-95雄鹿",41.1%,37,90,28.0%,7,25,87.5%,14,16,43,10,33,22,6,5,20,17,95
1547,密尔沃基雄鹿,2018-04-15,负,客,凯尔特113-107雄鹿,48.2%,40,83,38.1%,8,21,79.2%,19,24,42,5,37,22,8,8,20,31,107
1548,密尔沃基雄鹿,2018-04-17,负,客,凯尔特120-106雄鹿,59.7%,46,77,41.2%,7,17,41.2%,7,17,38,7,31,19,3,4,15,19,106
1549,密尔沃基雄鹿,2018-04-20,胜,主,凯尔特92-116雄鹿,57.0%,45,79,48.5%,16,33,66.7%,10,15,37,7,30,28,8,13,9,27,116
1550,密尔沃基雄鹿,2018-04-22,胜,主,凯尔特102-104雄鹿,52.1%,38,73,43.5%,10,23,75.0%,18,24,36,2,34,24,7,14,9,24,104
1551,密尔沃基雄鹿,2018-04-24,负,客,凯尔特92-87雄鹿,36.8%,32,87,27.3%,9,33,70.0%,14,20,37,7,30,21,10,3,11,23,87
1552,密尔沃基雄鹿,2018-04-26,胜,主,凯尔特86-97雄鹿,50.7%,38,75,30.8%,8,26,61.9%,13,21,48,7,41,19,6,3,9,16,97
1553,密尔沃基雄鹿,2018-04-28,负,客,凯尔特112-96雄鹿,47.3%,35,74,33.3%,9,27,94.4%,17,18,32,4,28,21,4,3,15,20,96
1554,孟菲斯灰熊,2017-10-18,胜,主,鹈鹕91-103灰熊,42.4%,39,92,31.0%,9,29,57.1%,16,28,45,15,30,19,9,8,11,29,103
1555,孟菲斯灰熊,2017-10-21,胜,主,勇士101-111灰熊,46.8%,36,77,37.0%,10,27,78.4%,29,37,40,6,34,20,8,4,14,25,111
1556,孟菲斯灰熊,2017-10-23,胜,客,火箭90-98灰熊,42.6%,29,68,31.6%,6,19,91.9%,34,37,38,3,35,16,5,2,12,21,98
1557,孟菲斯灰熊,2017-10-25,负,客,独行侠103-94灰熊,45.8%,33,72,38.7%,12,31,66.7%,16,24,36,6,30,14,7,2,17,22,94
1558,孟菲斯灰熊,2017-10-26,胜,主,独行侠91-96灰熊,41.1%,30,73,29.4%,10,34,86.7%,26,30,46,9,37,18,7,6,18,23,96
1559,孟菲斯灰熊,2017-10-28,胜,主,火箭89-103灰熊,47.1%,40,85,42.4%,14,33,75.0%,9,12,42,6,36,26,10,6,9,20,103
1560,孟菲斯灰熊,2017-10-30,负,主,黄蜂104-99灰熊,34.4%,32,93,22.9%,8,35,81.8%,27,33,48,11,37,17,7,8,7,22,99
1561,孟菲斯灰熊,2017-11-01,负,主,魔术101-99灰熊,47.6%,39,82,33.3%,10,30,68.8%,11,16,31,5,26,21,12,3,13,16,99
1562,孟菲斯灰熊,2017-11-04,胜,客,快船104-113灰熊,47.6%,40,84,41.9%,13,31,83.3%,20,24,39,9,30,21,8,7,11,28,113
1563,孟菲斯灰熊,2017-11-05,负,客,湖人107-102灰熊,46.0%,40,87,29.7%,11,37,78.6%,11,14,39,6,33,23,6,7,12,22,102
1564,孟菲斯灰熊,2017-11-07,胜,客,开拓者97-98灰熊,47.9%,35,73,36.8%,7,19,84.0%,21,25,34,5,29,18,8,10,14,21,98
1565,孟菲斯灰熊,2017-11-11,负,客,火箭111-96灰熊,48.1%,38,79,30.0%,6,20,77.8%,14,18,41,5,36,23,9,5,19,20,96
1566,孟菲斯灰熊,2017-11-13,负,客,雄鹿110-103灰熊,48.7%,37,76,42.3%,11,26,85.7%,18,21,37,8,29,21,5,1,14,25,103
1567,孟菲斯灰熊,2017-11-15,负,主,步行者116-113灰熊,51.2%,44,86,25.0%,8,32,77.3%,17,22,43,11,32,29,5,10,15,19,113
1568,孟菲斯灰熊,2017-11-18,负,主,火箭105-83灰熊,36.0%,31,86,25.9%,7,27,73.7%,14,19,48,15,33,18,6,7,12,18,83
1569,孟菲斯灰熊,2017-11-20,负,主,开拓者100-92灰熊,38.4%,33,86,26.7%,8,30,78.3%,18,23,35,5,30,23,6,9,8,26,92
1570,孟菲斯灰熊,2017-11-22,负,主,独行侠95-94灰熊,45.7%,37,81,24.1%,7,29,92.9%,13,14,52,6,46,25,7,6,17,25,94
1571,孟菲斯灰熊,2017-11-24,负,客,掘金104-92灰熊,49.3%,36,73,37.5%,9,24,68.8%,11,16,23,3,20,28,10,3,18,21,92
1572,孟菲斯灰熊,2017-11-26,负,主,篮网98-88灰熊,40.0%,32,80,32.0%,8,25,88.9%,16,18,35,11,24,15,8,3,14,24,88
1573,孟菲斯灰熊,2017-11-29,负,客,马刺104-95灰熊,45.5%,35,77,50.0%,11,22,87.5%,14,16,37,11,26,21,4,1,17,19,95
1574,孟菲斯灰熊,2017-12-01,负,主,马刺95-79灰熊,40.5%,30,74,33.3%,5,15,77.8%,14,18,38,8,30,19,8,6,16,26,79
1575,孟菲斯灰熊,2017-12-02,负,客,骑士116-111灰熊,51.2%,43,84,56.5%,13,23,85.7%,12,14,36,6,30,31,6,4,12,19,111
1576,孟菲斯灰熊,2017-12-04,胜,主,森林狼92-95灰熊,47.2%,34,72,28.6%,6,21,87.5%,21,24,41,6,35,22,6,8,16,22,95
1577,孟菲斯灰熊,2017-12-06,负,客,尼克斯99-88灰熊,41.4%,29,70,42.9%,12,28,81.8%,18,22,27,4,23,14,8,5,15,24,88
