" ",球队,时间,果,场,比赛,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
1932,圣安东尼奥马刺,2018-01-07,负,客,开拓者111-110马刺,49.4%,40,81,47.8%,11,23,73.1%,19,26,42,10,32,26,4,5,14,16,110
1933,圣安东尼奥马刺,2018-01-08,胜,客,国王100-107马刺,48.9%,44,90,42.3%,11,26,61.5%,8,13,37,8,29,23,11,4,10,12,107
1934,圣安东尼奥马刺,2018-01-11,负,客,湖人93-81马刺,40.8%,31,76,40.0%,8,20,73.3%,11,15,45,7,38,21,6,5,20,15,81
1935,圣安东尼奥马刺,2018-01-13,胜,主,掘金80-112马刺,52.6%,41,78,51.9%,14,27,88.9%,16,18,42,5,37,24,9,3,15,17,112
1936,圣安东尼奥马刺,2018-01-15,负,客,老鹰102-99马刺,42.5%,37,87,36.4%,8,22,85.0%,17,20,37,8,29,24,12,5,9,13,99
1937,圣安东尼奥马刺,2018-01-17,胜,客,篮网95-100马刺,41.5%,34,82,47.4%,9,19,74.2%,23,31,42,7,35,24,8,4,9,20,100
1938,圣安东尼奥马刺,2018-01-19,负,客,猛龙86-83马刺,34.1%,31,91,25.0%,5,20,80.0%,16,20,56,17,39,18,9,7,12,13,83
1939,圣安东尼奥马刺,2018-01-21,负,主,步行者94-86马刺,42.7%,35,82,26.5%,9,34,58.3%,7,12,45,10,35,24,9,9,20,14,86
1940,圣安东尼奥马刺,2018-01-23,胜,主,骑士102-114马刺,50.0%,47,94,28.6%,8,28,75.0%,12,16,45,13,32,23,11,4,9,19,114
1941,圣安东尼奥马刺,2018-01-24,胜,客,灰熊85-108马刺,46.3%,38,82,41.7%,10,24,88.0%,22,25,45,11,34,29,9,6,13,19,108
1942,圣安东尼奥马刺,2018-01-26,负,主," 76人97-78马刺",40.0%,30,75,12.5%,3,24,83.3%,15,18,36,5,31,20,6,5,9,14,78
1943,圣安东尼奥马刺,2018-01-28,胜,主,国王98-113马刺,50.0%,45,90,44.0%,11,25,70.6%,12,17,52,13,39,33,4,2,7,13,113
1944,圣安东尼奥马刺,2018-01-30,胜,主,掘金104-106马刺,50.0%,46,92,37.5%,9,24,100.0%,5,5,43,13,30,33,4,9,16,15,106
1945,圣安东尼奥马刺,2018-02-01,负,主,火箭102-91马刺,42.2%,35,83,25.0%,6,24,88.2%,15,17,46,9,37,21,7,5,16,12,91
1946,圣安东尼奥马刺,2018-02-03,负,主,爵士120-111马刺,48.4%,44,91,38.5%,10,26,72.2%,13,18,36,11,25,25,9,5,12,27,111
1947,圣安东尼奥马刺,2018-02-07,胜,客,太阳81-129马刺,49.5%,46,93,50.0%,16,32,77.8%,21,27,62,14,48,26,6,6,12,17,129
1948,圣安东尼奥马刺,2018-02-10,负,客,勇士122-105马刺,45.7%,43,94,18.5%,5,27,73.7%,14,19,34,11,23,30,8,5,10,13,105
1949,圣安东尼奥马刺,2018-02-12,负,客,爵士101-99马刺,44.7%,38,85,24.0%,6,25,68.0%,17,25,44,8,36,23,5,8,11,24,99
1950,圣安东尼奥马刺,2018-02-13,负,客,掘金117-109马刺,53.7%,44,82,27.3%,6,22,68.2%,15,22,42,10,32,24,6,7,18,22,109
