" ",球队,时间,果,场,比赛,投篮,命中,出手,三分,命中,出手,罚球,命中,出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
2275,俄克拉荷马雷霆,2017-12-09,胜,客,灰熊101-102雷霆,39.1%,36,92,35.3%,12,34,58.1%,18,31,46,16,30,18,8,5,10,21,102
2276,俄克拉荷马雷霆,2017-12-11,负,主,黄蜂116-103雷霆,41.2%,35,85,34.6%,9,26,96.0%,24,25,39,11,28,16,5,2,15,19,103
2277,俄克拉荷马雷霆,2017-12-13,胜,客,步行者95-100雷霆,40.9%,36,88,44.8%,13,29,62.5%,15,24,52,17,35,26,10,6,13,12,100
2278,俄克拉荷马雷霆,2017-12-15,胜,客," 76人117-119雷霆",41.6%,47,113,42.9%,15,35,52.6%,10,19,60,18,42,28,10,5,18,21,119
2279,俄克拉荷马雷霆,2017-12-16,负,客,尼克斯111-96雷霆,42.4%,36,85,44.4%,12,27,60.0%,12,20,42,16,26,18,9,7,14,22,96
2280,俄克拉荷马雷霆,2017-12-18,胜,主,掘金94-95雷霆,48.1%,39,81,29.2%,7,24,66.7%,10,15,40,6,34,13,9,5,10,13,95
2281,俄克拉荷马雷霆,2017-12-20,胜,主,爵士79-107雷霆,51.9%,40,77,34.8%,8,23,86.4%,19,22,42,8,34,23,15,5,13,26,107
2282,俄克拉荷马雷霆,2017-12-22,胜,主,老鹰117-120雷霆,53.7%,44,82,52.0%,13,25,61.3%,19,31,40,15,25,24,11,5,19,18,120
2283,俄克拉荷马雷霆,2017-12-23,胜,客,爵士89-103雷霆,44.3%,39,88,41.4%,12,29,81.3%,13,16,45,15,30,18,9,5,7,16,103
2284,俄克拉荷马雷霆,2017-12-25,胜,主,火箭107-112雷霆,54.4%,43,79,44.4%,8,18,78.3%,18,23,40,9,31,21,9,10,14,20,112
2285,俄克拉荷马雷霆,2017-12-27,胜,主,猛龙107-124雷霆,52.9%,46,87,36.0%,9,25,69.7%,23,33,52,15,37,25,9,7,12,26,124
2286,俄克拉荷马雷霆,2017-12-29,负,主,雄鹿97-95雷霆,45.8%,38,83,28.0%,7,25,57.1%,12,21,45,10,35,16,5,5,12,19,95
2287,俄克拉荷马雷霆,2017-12-31,负,主,独行侠116-113雷霆,48.3%,43,89,31.3%,10,32,72.7%,16,22,45,11,34,18,4,4,11,20,112
2288,俄克拉荷马雷霆,2018-01-03,胜,客,湖人96-133雷霆,60.2%,56,93,46.7%,14,30,77.8%,7,9,44,7,37,36,12,5,9,17,133
2289,俄克拉荷马雷霆,2018-01-04,胜,客,快船117-127雷霆,53.7%,51,95,44.1%,15,34,71.4%,10,14,46,11,35,23,4,6,13,23,127
2290,俄克拉荷马雷霆,2018-01-07,负,客,太阳114-100雷霆,46.5%,40,86,29.6%,8,27,57.1%,12,21,42,8,34,23,7,7,11,17,100
2291,俄克拉荷马雷霆,2018-01-09,负,主,开拓者117-106雷霆,44.0%,37,84,41.9%,13,31,73.1%,19,26,38,11,27,20,6,4,14,17,106
